No,transactionDate,houseAge,distanceToNearestMRTstation,latitude,longitude,housePriceOfUnitArea,houseAgeStandardized
353,2012.833,18.4,2674.961,24.96143,121.50827,25.7,0.06822202714267894
354,2013.5,4.1,2147.376,24.96299,121.51284,31.3,-1.1830524283425896
355,2013.417,12.2,1360.139,24.95204,121.54842,30.1,-0.4742885759348501
356,2013.25,3.8,383.8624,24.98085,121.54391,60.7,-1.209302941394728
357,2012.833,10.3,211.4473,24.97417,121.52999,45.3,-0.6405418252650604
358,2013.417,0.0,338.9679,24.96853,121.54413,44.9,-1.5418094400551492
359,2013.167,1.1,193.5845,24.96571,121.54089,45.1,-1.4455575588639744
360,2013.5,5.6,2408.993,24.95505,121.55964,24.7,-1.051799863081897
361,2012.667,32.9,87.30222,24.983,121.54022,47.1,1.3369968246627066
362,2013.083,41.4,281.205,24.97345,121.54093,63.3,2.080761361139964
363,2013.417,17.1,967.4,24.98872,121.53408,40.0,-0.04553019608325432
364,2013.5,32.3,109.9455,24.98182,121.54086,48.0,1.2844957985584295
365,2013.417,35.3,614.1394,24.97913,121.53666,33.1,1.5470009290798146
366,2012.917,17.3,2261.432,24.96182,121.51222,29.5,-0.02802985404849538
367,2012.75,14.2,1801.544,24.95153,121.55254,24.8,-0.29928515558726004
368,2012.833,15.0,1828.319,24.96464,121.51531,20.9,-0.22928378744822397
369,2013.417,18.2,350.8515,24.97544,121.53119,43.1,0.05072168510792
370,2012.667,20.2,2185.128,24.96322,121.51237,22.8,0.22572510545551003
371,2012.75,15.9,289.3248,24.98203,121.54348,42.1,-0.15053224829180842
372,2013.5,4.1,312.8963,24.95591,121.53956,51.7,-1.1830524283425896
373,2013.0,33.9,157.6052,24.96628,121.54196,41.5,1.4244985348365016
374,2013.083,0.0,274.0144,24.9748,121.53059,52.2,-1.5418094400551492
375,2013.25,5.4,390.5684,24.97937,121.54245,49.5,-1.069300205116656
376,2013.25,21.7,1157.988,24.96165,121.55011,23.8,0.35697767071620257
377,2013.417,14.7,1717.193,24.96447,121.51649,30.5,-0.2555343005003625
378,2013.333,3.9,49.66105,24.95836,121.53756,56.8,-1.2005527703773486
379,2013.333,37.3,587.8877,24.97077,121.54634,37.4,1.7220043494274044
380,2013.333,0.0,292.9978,24.97744,121.54458,69.7,-1.5418094400551492
381,2013.333,14.1,289.3248,24.98203,121.54348,53.3,-0.3080353266046395
382,2013.417,8.0,132.5469,24.98298,121.53981,47.3,-0.8417957586647891
383,2013.0,16.3,3529.564,24.93207,121.51597,29.3,-0.11553156422229038
384,2012.667,29.1,506.1144,24.97845,121.53889,40.3,1.0044903260022857
385,2012.75,16.1,4066.587,24.94297,121.50342,12.9,-0.13303190625704933
386,2013.0,18.3,82.88643,24.983,121.54026,46.6,0.05947185612529963
387,2012.833,0.0,185.4296,24.9711,121.5317,55.3,-1.5418094400551492
388,2013.25,16.2,2103.555,24.96042,121.51462,25.6,-0.12428173523967001
389,2013.5,10.4,2251.938,24.95957,121.51353,27.3,-0.631791654247681
390,2013.25,40.9,122.3619,24.96756,121.5423,67.7,2.0370105060530665
391,2013.5,32.8,377.8302,24.97151,121.5435,38.6,1.328246653645327
392,2013.583,6.2,1939.749,24.95155,121.55387,31.3,-0.9992988369776201
393,2013.083,42.7,443.802,24.97927,121.53874,35.3,2.194513584365898
394,2013.0,16.9,967.4,24.98872,121.53408,40.3,-0.06303053811801357
395,2013.5,32.6,4136.271,24.95544,121.4963,24.7,1.3107463116105684
396,2012.917,21.2,512.5487,24.974,121.53842,42.5,0.31322681562930504
397,2012.667,37.1,918.6357,24.97198,121.55063,31.9,1.7045040073926458
398,2013.417,13.1,1164.838,24.99156,121.53406,32.2,-0.3955370367784345
399,2013.417,14.7,1717.193,24.96447,121.51649,23.0,-0.2555343005003625
400,2012.917,12.7,170.1289,24.97371,121.52984,37.3,-0.43053772084795255
401,2013.25,26.8,482.7581,24.97433,121.53863,35.5,0.8032363926025572
402,2013.083,7.6,2175.03,24.96305,121.51254,27.7,-0.8767964427343071
403,2012.833,12.7,187.4823,24.97388,121.52981,28.5,-0.43053772084795255
404,2012.667,30.9,161.942,24.98353,121.53966,39.7,1.1619934043151166
405,2013.333,16.4,289.3248,24.98203,121.54348,41.2,-0.10678139320491108
406,2012.667,23.0,130.9945,24.95663,121.53765,37.2,0.4707298939421361
407,2013.167,1.9,372.1386,24.97293,121.54026,40.5,-1.3755561907249385
408,2013.0,5.2,2408.993,24.95505,121.55964,22.3,-1.086800547151415
409,2013.417,18.5,2175.744,24.9633,121.51243,28.1,0.07697219816005857
410,2013.0,13.7,4082.015,24.94155,121.50381,15.4,-0.34303601067415757
411,2012.667,5.6,90.45606,24.97433,121.5431,50.0,-1.051799863081897
412,2013.25,18.8,390.9696,24.97923,121.53986,40.6,0.10322271121219713
413,2013.0,8.1,104.8101,24.96674,121.54067,52.5,-0.8330455876474095
414,2013.5,6.5,90.45606,24.97433,121.5431,63.9,-0.9730483239254816
